pathway	pval	padj	log2err	ES	NES	size
MIR216A_3P	5.829652732902e-06	0.00725593501791162	0.610526878385931	-0.520727464548839	-1.35605637405273	384
MORI_IMMATURE_B_LYMPHOCYTE_DN	6.2977058393829e-06	0.00725593501791162	0.610526878385931	0.439831565508404	2.1244346400239	86
GO_CAMERA_TYPE_EYE_DEVELOPMENT	7.64760650348766e-06	0.00762326864735624	0.593325476396405	-0.546261667800299	-1.41062450521837	252
GO_SYNAPTIC_MEMBRANE	8.06856416750635e-06	0.00762326864735624	0.593325476396405	-0.550484097293955	-1.42099049338749	241
ISHIDA_E2F_TARGETS	8.11339123612004e-06	0.00762326864735624	0.593325476396405	0.534262950354824	2.33698418408504	49
MIR765	7.7879256576139e-06	0.00762326864735624	0.593325476396405	-0.574682615681473	-1.47747464555502	187
BURTON_ADIPOGENESIS_PEAK_AT_24HR	1.04787776226915e-05	0.0094176874886372	0.593325476396405	0.582488060013541	2.21724681562606	37
GNF2_CENPF	1.38003672062281e-05	0.0109040657397004	0.593325476396405	0.499537232742902	2.13168013322652	57
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	1.42426479111757e-05	0.0109040657397004	0.593325476396405	-0.546760955012749	-1.41209559598566	242
MIR128_3P	1.29797637344318e-05	0.0109040657397004	0.593325476396405	-0.512587170715087	-1.33489964757056	381
MIR4668_3P	1.39620068953977e-05	0.0109040657397004	0.593325476396405	-0.541496095977248	-1.39785540445529	251
GNF2_FEN1	1.53121839841714e-05	0.0113042198263146	0.575610261071129	0.501093859264773	2.18057501938432	54
GNF2_SMC4L1	1.6690305482334e-05	0.0117568997650381	0.575610261071129	0.415670975255247	2.03290568713227	85
MIR7110_3P	1.70628896981832e-05	0.0117568997650381	0.575610261071129	-0.530704778085886	-1.37395758408017	285
GNF2_CCNA2	1.80447759189211e-05	0.0120323730006457	0.575610261071129	0.474923354139363	2.0364664195254	62
GNF2_CDC2	1.93667896872506e-05	0.0125103409257862	0.575610261071129	0.492830808351449	2.1030617426378	57
ZHOU_CELL_CYCLE_GENES_IN_IR_RESPONSE_6HR	2.09702450808754e-05	0.0131356344262659	0.575610261071129	0.432793877471737	2.07629191574542	78
WHITEFORD_PEDIATRIC_CANCER_MARKERS	2.28496596057912e-05	0.0138919209915091	0.575610261071129	0.374151743290516	1.63876348081234	110
GO_MITOTIC_METAPHASE_PLATE_CONGRESSION	2.45230414145394e-05	0.0140809941411095	0.575610261071129	0.550875232248518	2.29645280627598	42
MIR4251	2.43955599537121e-05	0.0140809941411095	0.575610261071129	-0.517928104676732	-1.34329449548885	314
GNF2_PCNA	2.56052548580268e-05	0.014305033058656	0.575610261071129	0.462694446883348	2.04141554383904	66
MIR498_5P	2.8625960243185e-05	0.0155717690575494	0.575610261071129	-0.553561934511117	-1.42568712826843	209
MIR20B_5P	2.97596253039704e-05	0.0157733644784198	0.575610261071129	-0.491449711658127	-1.28536552773995	496
CACTGCC_MIR34A_MIR34C_MIR449	3.37274624461368e-05	0.0165995327672403	0.557332238758646	-0.543470470254028	-1.39959764540362	216
GSE13547_CTRL_VS_ANTI_IGM_STIM_ZFX_KO_BCELL_12H_DN	3.37274624461368e-05	0.0165995327672403	0.557332238758646	-0.589131974741935	-1.50539480964714	126
GTACTGT_MIR101	3.25937933766744e-05	0.0165995327672403	0.557332238758646	-0.543530810055624	-1.40119077180176	227
CROONQUIST_IL6_DEPRIVATION_DN	3.5598111596862e-05	0.0166844065386334	0.557332238758646	0.401912976449737	1.9377605042582	87
MIR10399_5P	3.71284747122604e-05	0.0166844065386334	0.557332238758646	-0.522349722024773	-1.35380324153662	304
MIR196A_5P_MIR196B_5P	3.52045890814708e-05	0.0166844065386334	0.557332238758646	-0.634766594817464	-1.60023339161246	84
MIR6504_3P	3.65616388648939e-05	0.0166844065386334	0.557332238758646	-0.517046512013229	-1.3411473281997	316
MIR6721_5P	3.88289832335073e-05	0.0170773172855283	0.557332238758646	-0.539445754377532	-1.39320294736832	242
MANNO_MIDBRAIN_NEUROTYPES_HOMTN	3.99626563275274e-05	0.0172097514363816	0.557332238758646	-0.53617751741421	-1.38422978162912	250
BIOCARTA_MAPK_PATHWAY	4.16631669664746e-05	0.0174587282912208	0.557332238758646	-0.643863232559837	-1.61822703024047	81
MIR137_3P	4.22300040908054e-05	0.0174587282912208	0.557332238758646	-0.506528319418819	-1.32220633679617	413
CAGTATT_MIR200B_MIR200C_MIR429	4.5064191339847e-05	0.0180581599097998	0.557332238758646	-0.506888808382514	-1.32362275762674	416
GNF2_CKS2	4.89215304024376e-05	0.0180581599097998	0.557332238758646	0.518002110813794	2.28198640497951	48
GO_PLASMA_MEMBRANE_SIGNALING_RECEPTOR_COMPLEX	4.84652191165032e-05	0.0180581599097998	0.557332238758646	-0.596564627297027	-1.5235006166759	119
MIR17_5P	4.78983809481513e-05	0.0180581599097998	0.557332238758646	-0.492530148125979	-1.28819220254964	500
MIR519D_3P	4.84652191165032e-05	0.0180581599097998	0.557332238758646	-0.489655937946437	-1.28097767652456	493
MIR93_5P	4.56310290868331e-05	0.0180581599097998	0.557332238758646	-0.489463198363429	-1.27985231435127	497
GO_PROTEIN_KINASE_ACTIVITY	5.12994110418077e-05	0.0186036864148282	0.557332238758646	-0.498969357460488	-1.30521096390287	469
MIR3667_3P	5.24330882738546e-05	0.0186869718570491	0.557332238758646	-0.606880149695117	-1.54476068830904	107
ZHONG_PFC_C2_UNKNOWN_NPC	5.49430181812711e-05	0.019249612352967	0.557332238758646	0.446092245690211	1.95133913622029	65
GO_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	5.64009603722271e-05	0.0194310708642384	0.557332238758646	-0.507425397075413	-1.32009465897468	360
MIR182_5P	6.32309597034061e-05	0.0214270027545755	0.538434096309916	-0.492067736586137	-1.28651132029747	463
MIR1207_5P	6.43702257282002e-05	0.0214612409036714	0.538434096309916	-0.528855495786903	-1.36567613297945	252
MIR181D_5P	6.55094922793925e-05	0.0214943923001162	0.538434096309916	-0.491103242884773	-1.28409437919857	465
MIR6870_5P	6.66487593299935e-05	0.0215265078767234	0.538434096309916	-0.561597955123077	-1.44319799045309	164
HP_ABNORMALITY_OF_THE_METACARPAL_BONES	7.23451012484694e-05	0.0230068551985709	0.538434096309916	-0.566822435961707	-1.45446345376142	158
GO_DEVELOPMENTAL_INDUCTION	8.07241543762125e-05	0.0241833187697201	0.538434096309916	-0.738808047008534	-1.73214168202775	31
KONG_E2F3_TARGETS	7.9968655134116e-05	0.0241833187697201	0.538434096309916	0.390820873381137	1.85734867076837	81
MIR181C_5P	7.80414524923774e-05	0.0241833187697201	0.538434096309916	-0.492189311273044	-1.28730690607269	467
MIR526B_3P	7.91807236831193e-05	0.0241833187697201	0.538434096309916	-0.488584862370281	-1.27849122694188	492
MIR145_5P	9.17127231285661e-05	0.0267013197153604	0.538434096309916	-0.529173038359376	-1.36814089104785	270
MIR5195_3P	9.17127231285661e-05	0.0267013197153604	0.538434096309916	-0.529608092196047	-1.36993659401832	274
GAO_LARGE_INTESTINE_ADULT_CH_MKI67HIGH_CELLS	9.96083338782398e-05	0.0285972759666263	0.538434096309916	0.405921651985547	1.93911548564638	79
HADDAD_T_LYMPHOCYTE_AND_NK_PROGENITOR_DN	0.000103153962272067	0.0288148047854852	0.538434096309916	0.517813261059353	2.16230969252226	43
MIR4297	0.000101966194282058	0.0288148047854852	0.538434096309916	-0.577534066379314	-1.47657818957751	136
MIR497_5P	0.000107662572025052	0.0296732403510647	0.538434096309916	-0.491712748779608	-1.28389371939782	438
GSE21670_TGFB_VS_IL6_TREATED_STAT3_KO_CD4_TCELL_DN	0.000115637505509686	0.0310434139791001	0.538434096309916	-0.567200656673838	-1.45298726802986	150
MIR181A_5P_MIR181B_5P	0.000115637505509686	0.0310434139791001	0.538434096309916	-0.490098275198131	-1.28193937754057	466
GO_REGULATION_OF_DEVELOPMENTAL_GROWTH	0.000117927283015966	0.0312522418874748	0.538434096309916	-0.525250453227399	-1.35804137767866	265
BURTON_ADIPOGENESIS_3	0.000124113536796049	0.0324753280900143	0.518848077743792	0.365144956817401	1.77890442095327	93
GO_SENSORY_SYSTEM_DEVELOPMENT	0.000129376190019725	0.0334291902987217	0.518848077743792	-0.512572222639652	-1.32778906435053	302
BILD_E2F3_ONCOGENIC_SIGNATURE	0.000138535335127999	0.0346547158507057	0.518848077743792	-0.546509228504016	-1.40606147022167	197
MIR4446_5P	0.000136245547443998	0.0346547158507057	0.518848077743792	-0.527951407174862	-1.36291196385992	245
MIR4723_5P	0.000140825123673711	0.0346547158507057	0.518848077743792	-0.558131431060924	-1.43216237991066	158
MIR885_5P	0.00013990020429096	0.0346547158507057	0.518848077743792	-0.613138983417325	-1.55629394339856	93
CAGTGTT_MIR141_MIR200A	0.000147694494080381	0.035091872265926	0.518848077743792	-0.525150575326422	-1.35774108652422	270
GO_DENDRITIC_TREE	0.000147694494080381	0.035091872265926	0.518848077743792	-0.485956670811717	-1.26977734395163	446
MIR6881_3P	0.000147694494080381	0.035091872265926	0.518848077743792	-0.563451595640789	-1.44505632577159	155
GSE2405_S_AUREUS_VS_A_PHAGOCYTOPHILUM_NEUTROPHIL_DN	0.000149984285684439	0.035230967833898	0.518848077743792	-0.564397549505832	-1.44707860516688	152
GNF2_TTK	0.000153063622128802	0.0354998863929358	0.518848077743792	0.546113395223385	2.06249843008244	36
MIR424_5P	0.000154563870899532	0.0354998863929358	0.518848077743792	-0.488812043249217	-1.27620001484201	436
MIR6817_3P	0.000163723048571783	0.0371903201871136	0.518848077743792	-0.567334308719288	-1.45406766626257	151
FOXJ2_02	0.000184331227061545	0.0396907374436376	0.518848077743792	-0.542873753707491	-1.39493988195033	180
GO_REGULATION_OF_AXONOGENESIS	0.000184331227061545	0.0396907374436376	0.518848077743792	-0.553458463066434	-1.42144876299838	161
MIR1324	0.000179751628885785	0.0396907374436376	0.518848077743792	-0.596462811280211	-1.51986226601822	105
MIR450B_5P	0.000184331227061545	0.0396907374436376	0.518848077743792	-0.497251498232857	-1.29393645131406	369
MIR6728_3P	0.000184331227061545	0.0396907374436376	0.518848077743792	-0.576938064468015	-1.47347733268689	118
VDR_Q3	0.000186621026705105	0.039769517969291	0.518848077743792	-0.545177045094667	-1.40008191798456	177
GO_POSITIVE_REGULATION_OF_HISTONE_METHYLATION	0.000189914835503537	0.0400584649458532	0.518848077743792	-0.71356111204732	-1.7011780173596	36
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	0.000200359831545871	0.0418347280594415	0.518848077743792	-0.536713247776331	-1.38273796381969	202
GCM_MAP4K4	0.000218678253688886	0.0438863901165337	0.518848077743792	-0.558612865811336	-1.43098808548856	150
MIR152_3P	0.000218678253688886	0.0438863901165337	0.518848077743792	-0.513128643807207	-1.32845420067725	285
MIR3681_3P	0.000216388450075348	0.0438863901165337	0.518848077743792	-0.505715647906238	-1.31321893199769	336
MIR6715B_5P	0.000218678253688886	0.0438863901165337	0.518848077743792	-0.54135285551794	-1.39103186185081	180
GO_PROTEIN_LOCALIZATION_TO_KINETOCHORE	0.000231760672088319	0.0443209632481527	0.518848077743792	0.713053911288386	2.22252681372232	16
MIR4756_3P	0.000230127274912064	0.0443209632481527	0.518848077743792	-0.609454173565913	-1.54367388273456	90
MORF_PPP2R4	0.000233708335061131	0.0443209632481527	0.518848077743792	0.466927865068097	2.0424456441309	49
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	0.000224203884027064	0.0443209632481527	0.518848077743792	0.569156061713909	2.10734820102136	31
ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER	0.000228911238086302	0.0443209632481527	0.518848077743792	0.325024699588765	1.6911619804055	128
SP1_Q4_01	0.000232417079744275	0.0443209632481527	0.518848077743792	-0.530292712144437	-1.36607174394145	205
HP_SMALL_HAND	0.000241621421558401	0.0454050582275792	0.518848077743792	-0.623934989541583	-1.55346034136742	71
HP_THICK_EYEBROW	0.000248649425235506	0.0463047952166048	0.49849310876659	-0.593450441290189	-1.51089166238875	106
GTATTAT_MIR3693P	0.000255427953821256	0.0471424217271355	0.49849310876659	-0.544812977254626	-1.39852836340354	171
LAKE_ADULT_KIDNEY_C15_CONNECTING_TUBULE	0.00026463232010526	0.0479843393762793	0.49849310876659	-0.554311877264943	-1.41812178297833	141
TGCCTTA_MIR124A	0.00026463232010526	0.0479843393762793	0.49849310876659	-0.485945962732305	-1.27108221064732	488
CDP_02	0.000276534571218183	0.0497064880143571	0.49849310876659	-0.613572539815667	-1.53783117382859	78
GO_NEURAL_RETINA_DEVELOPMENT	0.000285489877369871	0.050819436093405	0.49849310876659	-0.659863308920606	-1.61084111917021	52
MIR148B_3P	0.000287643269456165	0.050819436093405	0.49849310876659	-0.509868067512206	-1.31989908335486	284
GNF2_RFC4	0.000291981232481951	0.0511344832990954	0.49849310876659	0.419062496669966	1.78444714247529	58
MIR5010_3P	0.000296847660775553	0.0511344832990954	0.49849310876659	-0.531784671456423	-1.37173749709695	231
SP1_Q6_01	0.000296847660775553	0.0511344832990954	0.49849310876659	-0.527274830669141	-1.35829746661206	205
TGGTGCT_MIR29A_MIR29B_MIR29C	0.000301449858613463	0.0514980993999909	0.49849310876659	-0.492398288107458	-1.28578411907577	416
STAT4_01	0.000306052057816182	0.0518557548124451	0.49849310876659	-0.527063089673844	-1.35775200674794	205
GO_RESPONSE_TO_TRANSFORMING_GROWTH_FACTOR_BETA	0.000319858663024149	0.0537544587266031	0.49849310876659	-0.536436389704246	-1.38014602397956	197
MIR148A_3P	0.000324460867113767	0.0540881498718441	0.49849310876659	-0.509392317460944	-1.31878111286643	285
GNF2_HMMR	0.000329745169624577	0.0540965269945209	0.49849310876659	0.488300107703448	2.03906723745688	43
MIR511_5P	0.000329063072297913	0.0540965269945209	0.49849310876659	-0.516260173442304	-1.33270965185624	251
AP4_Q5	0.000347471903110071	0.0551342726712312	0.49849310876659	-0.521667476944918	-1.34344847121957	216
GO_NEURON_PROJECTION_GUIDANCE	0.000352074113134464	0.0551342726712312	0.49849310876659	-0.521342153904986	-1.34549593657145	235
MIR195_5P	0.000347471903110071	0.0551342726712312	0.49849310876659	-0.474340036575449	-1.24111188782209	490
MIR3173_5P	0.000347471903110071	0.0551342726712312	0.49849310876659	-0.607064313498533	-1.52757368938218	82
MIR4763_3P	0.000352074113134464	0.0551342726712312	0.49849310876659	-0.540236485027244	-1.38940770510886	193
MIR7111_5P	0.000342869693976832	0.0551342726712312	0.49849310876659	-0.554921851619587	-1.42318051487601	155
GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_DN	0.000361278535720502	0.055318434162063	0.49849310876659	-0.551118710368842	-1.41356617782865	156
MIR5692B_MIR5692C	0.000361278535720502	0.055318434162063	0.49849310876659	-0.505211917207357	-1.3110003934567	324
REACTOME_GPCR_LIGAND_BINDING	0.000361278535720502	0.055318434162063	0.49849310876659	-0.53253174024925	-1.37133024114859	210
MIR5698	0.000370482961479439	0.056310686005452	0.49849310876659	-0.556159363843843	-1.42558753825125	153
MIR10398_5P	0.000380299579543064	0.0569650189038744	0.49849310876659	-0.63518224433794	-1.56774672625194	59
MIR32_3P	0.000379687390180538	0.0569650189038744	0.49849310876659	-0.505767766242089	-1.30965062660008	292
GFI1_01	0.000393494038297135	0.0582593586870627	0.49849310876659	-0.530308844016156	-1.36570262686626	207
GNF2_RFC3	0.000403032668581586	0.0582593586870627	0.49849310876659	0.512668711927139	2.11058613014406	40
GO_POSITIVE_REGULATION_OF_ANIMAL_ORGAN_MORPHOGENESIS	0.000401247553296973	0.0582593586870627	0.49849310876659	-0.61357058910215	-1.52781001943262	73
GO_POSTSYNAPTIC_MEMBRANE	0.000402698473481391	0.0582593586870627	0.49849310876659	-0.539705061684048	-1.38541640553623	171
MIR6882_3P	0.000397370795647055	0.0582593586870627	0.49849310876659	-0.601247653323464	-1.51908532498658	88
GO_METAL_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	0.000407300691942298	0.0584674486329114	0.49849310876659	-0.517005670921475	-1.33348907826412	228
MIR6838_5P	0.000411902910956508	0.0587203108440136	0.49849310876659	-0.480303163551325	-1.25508539357154	449
REACTOME_DNA_REPLICATION	0.000417130726111202	0.0590582824619497	0.49849310876659	0.309640786198491	1.7092670659851	125
FAN_EMBRYONIC_CTX_EX_4_EXCITATORY_NEURON	0.000424712062409554	0.0594443008074327	0.49849310876659	-0.589441628471437	-1.49720866165933	99
GSE15330_HSC_VS_MEGAKARYOCYTE_ERYTHROID_PROGENITOR_UP	0.000430311792191336	0.0594443008074327	0.49849310876659	-0.56348043219226	-1.44015804776191	137
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.000430311792191336	0.0594443008074327	0.49849310876659	-0.563685793822547	-1.44012453460956	130
LY_AGING_OLD_DN	0.000434235858058263	0.0594443008074327	0.49849310876659	0.427724012049722	1.86129659867503	54
MIR648	0.00043339515707266	0.0594443008074327	0.49849310876659	-0.674947586916735	-1.62515059967807	41
HUMMERICH_SKIN_CANCER_PROGRESSION_UP	0.00044391020508324	0.0603688674294451	0.49849310876659	0.382898201765503	1.78823160606869	76
GNF2_CDC20	0.000452454468492611	0.0607874366281594	0.49849310876659	0.464220641453255	2.00430302794668	50
MIR3689A_5P_MIR3689B_5P_MIR3689E_MIR3689F	0.000452869490626315	0.0607874366281594	0.49849310876659	-0.586624150826915	-1.49023812831709	98
GNF2_CCNB2	0.000456486600242727	0.0608776420233382	0.49849310876659	0.458494548225687	1.99783607545747	51
ATGTTTC_MIR494	0.000462527351907379	0.0612878390466502	0.49849310876659	-0.559768463495693	-1.43148269028438	139
GO_LIGAND_GATED_ION_CHANNEL_ACTIVITY	0.000485766078044341	0.0639315698976896	0.49849310876659	-0.625286754191041	-1.55100073983185	65
LAKE_ADULT_KIDNEY_C16_COLLECTING_SYSTEM_PRINCIPAL_CELLS_CORTEX	0.000490413649923089	0.0639315698976896	0.477270815362862	-0.58404721735911	-1.48695157969852	106
MIR10527_5P	0.000494878966949766	0.0639315698976896	0.477270815362862	-0.479347855359255	-1.2539932102031	475
MIR3619_5P	0.000504128774288782	0.0639315698976896	0.477270815362862	-0.518592728295305	-1.33800386282758	232
MIR3714	0.000504128774288782	0.0639315698976896	0.477270815362862	-0.486797081693706	-1.26782817103977	377
MIR507	0.000504128774288782	0.0639315698976896	0.477270815362862	-0.523448420377061	-1.34757696562969	214
MODULE_403	0.00049715762723584	0.0639315698976896	0.477270815362862	0.478728904123948	2.0715749343873	44
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP	0.000510944054453483	0.0643154470258252	0.477270815362862	0.513752035935803	1.94027976027913	36
MIR103A_3P_MIR107	0.000513378586389684	0.0643154470258252	0.477270815362862	-0.517432403172111	-1.33254190020061	216
GO_CAMERA_TYPE_EYE_MORPHOGENESIS	0.000527777409859793	0.0653274661030646	0.477270815362862	-0.595957479531505	-1.51329262005964	94
WHITFIELD_CELL_CYCLE_LITERATURE	0.000526250445968665	0.0653274661030646	0.477270815362862	0.474837944587703	1.85349319233578	39
GO_POSITIVE_REGULATION_OF_CHROMATIN_ORGANIZATION	0.000565141239178293	0.0682116554629259	0.477270815362862	-0.599829290134896	-1.52063791093815	92
GO_RETINA_DEVELOPMENT_IN_CAMERA_TYPE_EYE	0.000587377227632955	0.0682116554629259	0.477270815362862	-0.579774867803809	-1.47771011030326	113
HP_ABNORMAL_MENINGEAL_MORPHOLOGY	0.000587377227632955	0.0682116554629259	0.477270815362862	-0.595308840587005	-1.50784546112517	90
KRAS.KIDNEY_UP.V1_UP	0.000583823175693519	0.0682116554629259	0.477270815362862	-0.580365346450806	-1.47549775562625	100
MANNO_MIDBRAIN_NEUROTYPES_HDA2	0.000568877545988971	0.0682116554629259	0.477270815362862	-0.502136700980338	-1.30226881038208	318
MEISSNER_NPC_HCP_WITH_H3K4ME2	0.000587377227632955	0.0682116554629259	0.477270815362862	-0.496750255127721	-1.29130327809844	349
MIR429	0.000568877545988971	0.0682116554629259	0.477270815362862	-0.47890916231021	-1.25061921990368	430
MIR6876_5P	0.000559627710059578	0.0682116554629259	0.477270815362862	-0.538586777234789	-1.38341362171854	167
MODULE_108	0.000576208001360065	0.0682116554629259	0.477270815362862	0.55326522716426	1.99622174855547	28
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY	0.000578127385232277	0.0682116554629259	0.477270815362862	-0.58727988331375	-1.48871752951957	91
WU_APOPTOSIS_BY_CDKN1A_VIA_TP53	0.000580581269822642	0.0682116554629259	0.477270815362862	0.471154611571352	2.03964681701488	47
GSE14350_TREG_VS_TEFF_UP	0.000615126772355058	0.0710351145885553	0.477270815362862	-0.528904242886483	-1.35843187337123	182
MANNO_MIDBRAIN_NEUROTYPES_HSERT	0.000624376626003248	0.0717027179784064	0.477270815362862	-0.505233957864541	-1.30765631045928	283
ATACTGT_MIR144	0.000633626482157857	0.0719653462235443	0.477270815362862	-0.532431024414691	-1.36734335459434	176
HP_SYNOSTOSIS_OF_JOINTS	0.000633626482157857	0.0719653462235443	0.477270815362862	-0.557713218303444	-1.42590233568159	136
CTTTGTA_MIR524	0.000642876340710707	0.0722222654284295	0.477270815362862	-0.483602755929997	-1.25950909090187	382
MIR5006_3P	0.000642876340710707	0.0722222654284295	0.477270815362862	-0.502505528284842	-1.30215311482361	298
GATA1_02	0.00069837553705501	0.074412993435382	0.477270815362862	-0.53698574669854	-1.38013870117217	188
GNF2_ANP32B	0.000690759038996453	0.074412993435382	0.477270815362862	0.487180406692563	1.85445724904538	37
GO_DNA_REPLICATION_INITIATION	0.000678084920092182	0.074412993435382	0.477270815362862	0.487567427007891	1.85593044587233	37
GO_MIRNA_METABOLIC_PROCESS	0.000698193986710635	0.074412993435382	0.477270815362862	-0.728401798455275	-1.67459431052037	25
GO_REGULATION_OF_CELL_SIZE	0.000689125666068903	0.074412993435382	0.477270815362862	-0.53881265500271	-1.38380449801302	160
HP_ABNORMAL_SUBARACHNOID_SPACE_MORPHOLOGY	0.00069837553705501	0.074412993435382	0.477270815362862	-0.616957074847482	-1.527577830698	61
LIAN_LIPA_TARGETS_3M	0.000690759038996453	0.074412993435382	0.477270815362862	0.48739469417304	1.8552729365527	37
MIR4492	0.000689125666068903	0.074412993435382	0.477270815362862	-0.495202366184569	-1.28435318848738	314
MIR4722_3P	0.00068743993914772	0.074412993435382	0.477270815362862	-0.61013413498707	-1.51802658428205	70
MIR8084	0.000679875796947006	0.074412993435382	0.477270815362862	-0.534766522890692	-1.37533977791435	193
HP_SHORT_FOOT	0.000723938038164892	0.0767411445482384	0.477270815362862	-0.582384661295213	-1.47959982645386	95
GCM_NCAM1	0.000772374564018865	0.0789766346859676	0.477270815362862	-0.560676118832335	-1.43194495728078	118
GNF2_BUB1B	0.000784451715655246	0.0789766346859676	0.477270815362862	0.45516733138184	1.89924582379586	45
GNF2_MCM4	0.000756909031178602	0.0789766346859676	0.477270815362862	0.453546996482662	1.95821886661595	50
GO_APPENDAGE_MORPHOGENESIS	0.000790874335058551	0.0789766346859676	0.477270815362862	-0.555160373263056	-1.41696529162856	129
GO_NUCLEUS_LOCALIZATION	0.000774060973585013	0.0789766346859676	0.477270815362862	-0.734422578488467	-1.69768439080083	26
GO_SYNAPTIC_SIGNALING	0.000763124680461863	0.0789766346859676	0.477270815362862	-0.474132261962816	-1.24010336246613	462
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_DN	0.000790874335058551	0.0789766346859676	0.477270815362862	-0.545190674829006	-1.39783342782461	152
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	0.00075387479827764	0.0789766346859676	0.477270815362862	-0.495817305773005	-1.28438640925722	302
MIR1199_5P	0.000766633360305916	0.0789766346859676	0.477270815362862	-0.613999718902023	-1.52179610298992	66
MIR3680_3P	0.000763124680461863	0.0789766346859676	0.477270815362862	-0.483566995257595	-1.25942574376775	386
MIR4755_5P	0.000781624448899912	0.0789766346859676	0.477270815362862	-0.500701799131236	-1.29747907363707	298
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	0.000777205813185896	0.0789766346859676	0.477270815362862	-0.793614667080774	-1.69018574070973	16
GO_PROTEIN_LOCALIZATION_TO_CHROMOSOME_CENTROMERIC_REGION	0.000810965190634887	0.0802079495483912	0.477270815362862	0.655159568050417	2.14243943702241	19
MIR1343_3P	0.000809374111033405	0.0802079495483912	0.477270815362862	-0.553658890652564	-1.41475128839927	126
ACTGTGA_MIR27A_MIR27B	0.000874123361286284	0.0804414476557196	0.477270815362862	-0.483144180893646	-1.26074540005188	409
GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS	0.00083712378353345	0.0804414476557196	0.477270815362862	-0.537120207896393	-1.37883380903756	178
GNF2_CD97	0.000845999105451949	0.0804414476557196	0.477270815362862	0.538703493654831	1.94368193997726	28
GO_CELL_CYCLE_DNA_REPLICATION	0.00084101979572803	0.0804414476557196	0.477270815362862	0.40134557878657	1.72096568151499	62
GO_REGULATION_OF_AXON_GUIDANCE	0.000820720320832937	0.0804414476557196	0.477270815362862	-0.662875865903722	-1.59608409877677	41
