pathway	pval	padj	log2err	ES	NES	size
MOREAUX_B_LYMPHOCYTE_MATURATION_BY_TACI_DN	1.67127834089608e-05	0.00352375843875246	0.575610261071129	0.412860707961182	1.78952302147177	75
GHANDHI_DIRECT_IRRADIATION_UP	2.18327070337479e-05	0.00437309121885971	0.575610261071129	0.371935639641964	1.76162527617685	92
WP_ELECTRON_TRANSPORT_CHAIN_OXPHOS_SYSTEM_IN_MITOCHONDRIA	2.50740949622868e-05	0.0047831821151867	0.575610261071129	0.354125394160891	1.79115885437597	100
SCHOEN_NFKB_SIGNALING	2.63199134001266e-05	0.00479261695822305	0.575610261071129	0.611726470414928	2.36412962770534	31
BLANCO_MELO_HUMAN_PARAINFLUENZA_VIRUS_3_INFECTION_A594_CELLS_DN	2.83105908363416e-05	0.00489511349226095	0.575610261071129	-0.639113257786504	-1.68867123939372	57
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	2.93266909171899e-05	0.00489511349226095	0.575610261071129	0.351617365510943	1.77847329779783	100
WENDT_COHESIN_TARGETS_UP	3.13078827759046e-05	0.00501677513601095	0.557332238758646	0.583333334172828	2.26848803301188	32
IKEDA_MIR1_TARGETS_UP	4.07320950125205e-05	0.00627587587000604	0.557332238758646	0.483321588760966	2.08968517130742	53
MAYBURD_RESPONSE_TO_L663536_DN	4.62575808820719e-05	0.00686325440791037	0.557332238758646	0.460495987309396	1.98677555598315	54
NELSON_RESPONSE_TO_ANDROGEN_UP	6.54505197946293e-05	0.00904119938956155	0.538434096309916	0.418149648628137	1.8166249770447	69
SESTO_RESPONSE_TO_UV_C0	6.37918758753865e-05	0.00904119938956155	0.538434096309916	0.356551308882583	1.86272362728728	99
BILD_CTNNB1_ONCOGENIC_SIGNATURE	7.67847562317886e-05	0.0102533244488182	0.538434096309916	0.412267314285823	1.80099375015208	72
BLANCO_MELO_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_A594_CELLS_DN	8.7862793904527e-05	0.0113386636948363	0.538434096309916	-0.622744239961296	-1.63916897946696	56
HAMAI_APOPTOSIS_VIA_TRAIL_DN	9.05734493846135e-05	0.0113386636948363	0.538434096309916	-0.533574515180575	-1.47427810230352	156
ONDER_CDH1_TARGETS_3_DN	9.67663150475258e-05	0.0117468441842542	0.538434096309916	0.553980306347701	2.1543389034265	32
MIKKELSEN_ES_LCP_WITH_H3K4ME3	0.000104979949396118	0.012369108155319	0.538434096309916	-0.600648040315607	-1.60784072098711	73
MOREAUX_MULTIPLE_MYELOMA_BY_TACI_UP	0.00011335895258816	0.012614332335227	0.538434096309916	-0.498568325335331	-1.39015513053967	237
SEITZ_NEOPLASTIC_TRANSFORMATION_BY_8P_DELETION_UP	0.000110487591419455	0.012614332335227	0.538434096309916	0.411703432086422	1.8128686339495	66
UZONYI_RESPONSE_TO_LEUKOTRIENE_AND_THROMBIN	0.000135785746196614	0.0147015594395577	0.518848077743792	0.529839538074634	2.09171914075868	35
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP	0.000152939617393724	0.0161230554547173	0.518848077743792	-0.561524537699512	-1.53047364667267	97
MALONEY_RESPONSE_TO_17AAG_DN	0.000161858187283158	0.0166257409809316	0.518848077743792	0.388210300457916	1.68299681267556	71
LIN_APC_TARGETS	0.0002058756834922	0.0206184497017438	0.518848077743792	-0.611638512488061	-1.62797836563933	63
GENTILE_UV_RESPONSE_CLUSTER_D6	0.00023232313949346	0.0221592023050191	0.518848077743792	0.522967973461371	2.03718571881008	34
WP_GPCRS_CLASS_A_RHODOPSINLIKE	0.000227769792421828	0.0221592023050191	0.518848077743792	-0.569262397814953	-1.54044863564283	89
FINETTI_BREAST_CANCERS_KINOME_GRAY	0.000254034110606633	0.0236665266765156	0.49849310876659	0.7093079913909	2.23271412997878	15
GRAHAM_CML_QUIESCENT_VS_NORMAL_DIVIDING_UP	0.000263595824658844	0.0239992016723484	0.49849310876659	0.486626473095146	1.9533075126522	42
HINATA_NFKB_TARGETS_KERATINOCYTE_UP	0.000274427584458396	0.024430153407563	0.49849310876659	0.377775574878701	1.63380874265545	74
BERENJENO_ROCK_SIGNALING_NOT_VIA_RHOA_DN	0.000306544904403154	0.0260520149169623	0.49849310876659	0.447668239980706	1.82641768170124	47
CHIARADONNA_NEOPLASTIC_TRANSFORMATION_CDC25_UP	0.000312155945085919	0.0260520149169623	0.49849310876659	0.322936738760143	1.55937951604171	105
SESTO_RESPONSE_TO_UV_C1	0.000311084591659593	0.0260520149169623	0.49849310876659	0.378409139374044	1.69666249114033	64
HUTTMANN_B_CLL_POOR_SURVIVAL_UP	0.000347471903110071	0.0272935773305675	0.49849310876659	-0.490318345524699	-1.36363457887886	222
REACTOME_GPCR_LIGAND_BINDING	0.000347471903110071	0.0272935773305675	0.49849310876659	-0.509080403994916	-1.41158231981163	176
SANA_TNF_SIGNALING_UP	0.00034329689145664	0.0272935773305675	0.49849310876659	0.352283746565586	1.6181268478585	80
WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING	0.000370915254767515	0.0285747405884359	0.49849310876659	0.643251760481006	2.23001641412725	21
WP_PEPTIDE_GPCRS	0.000422150357942156	0.0319081949795524	0.49849310876659	-0.692219724852517	-1.71363707089083	28
REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	0.00044065256153921	0.0326898918801125	0.49849310876659	0.383852464078349	1.66762300538248	69
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	0.000464530623299734	0.0338347213988861	0.49849310876659	0.334826385595917	1.68626382012906	98
WINZEN_DEGRADED_VIA_KHSRP	0.000575563881184247	0.0411733733575731	0.477270815362862	0.321303159209057	1.53491531585835	94
BEGUM_TARGETS_OF_PAX3_FOXO1_FUSION_UP	0.000605051934078462	0.0417903111710055	0.477270815362862	0.427593757640468	1.81411508329969	50
CHIANG_LIVER_CANCER_SUBCLASS_UNANNOTATED_UP	0.00059620955020958	0.0417903111710055	0.477270815362862	0.375888456173817	1.76538809445033	65
SESTO_RESPONSE_TO_UV_C2	0.000627816967183294	0.0426277079751911	0.477270815362862	0.426867421912134	1.80996851809655	51
GENTILE_UV_RESPONSE_CLUSTER_D4	0.00071432104171964	0.0476928348854813	0.477270815362862	0.40562465567863	1.75003729243123	54
DEBIASI_APOPTOSIS_BY_REOVIRUS_INFECTION_DN	0.000772374564018865	0.0499053629590253	0.477270815362862	-0.473167123178389	-1.3219731915531	257
KEGG_PROTEASOME	0.000767800462813306	0.0499053629590253	0.477270815362862	0.462749165137786	1.84894800679911	41
ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN	0.000834754393737197	0.052977702313062	0.477270815362862	-0.552941421217761	-1.49932046593663	93
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	0.000846373676494251	0.052977702313062	0.477270815362862	-0.461171917829104	-1.29236684658499	313
BLANCO_MELO_INFLUENZA_A_INFECTION_A594_CELLS_UP	0.000870855928232446	0.0530566391714068	0.477270815362862	0.478494218236904	1.86394126866627	34
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	0.000874123361286284	0.0530566391714068	0.477270815362862	-0.492587436091419	-1.36689769910576	193
BLANCO_MELO_BRONCHIAL_EPITHELIAL_CELLS_INFLUENZA_A_INFECTION_DN	0.000896405224567827	0.0534555825188544	0.477270815362862	-0.614254292208447	-1.59376539642899	48
SENESE_HDAC2_TARGETS_UP	0.000907383827079905	0.0534555825188544	0.477270815362862	0.311213333572564	1.50277016902856	105
GRANDVAUX_IRF3_TARGETS_DN	0.000981901385718694	0.0554013655097055	0.45505986738723	0.665982319896809	2.09633636445271	15
IWANAGA_E2F1_TARGETS_INDUCED_BY_SERUM	0.000973398644942739	0.0554013655097055	0.477270815362862	0.576353512055452	2.00564966419683	23
REACTOME_SIGNALING_BY_GPCR	0.000957463592763586	0.0554013655097055	0.477270815362862	-0.442169256402066	-1.25055808650773	462
DACOSTA_UV_RESPONSE_VIA_ERCC3_XPCS_DN	0.00101536584286565	0.0557199392673946	0.45505986738723	0.334041826002431	1.5553402052207	85
WILSON_PROTEASES_AT_TUMOR_BONE_INTERFACE_UP	0.00101143170614552	0.0557199392673946	0.45505986738723	0.664433876814228	2.09146227478798	15
AZARE_STAT3_TARGETS	0.00115645071919307	0.0601654750790574	0.45505986738723	0.606420419392293	2.1023300240881	21
GENTILE_UV_RESPONSE_CLUSTER_D8	0.00114850907959386	0.0601654750790574	0.45505986738723	0.461310261828205	1.82221000906136	37
REACTOME_STABILIZATION_OF_P53	0.00112664002815096	0.0601654750790574	0.45505986738723	0.390873819776725	1.65478830607844	55
TAKEDA_TARGETS_OF_NUP98_HOXA9_FUSION_6HR_UP	0.00111679122534357	0.0601654750790574	0.45505986738723	0.364662371945758	1.7126639548339	65
AMIT_EGF_RESPONSE_60_HELA	0.00117325950775538	0.0602574049752313	0.45505986738723	0.429494864271501	1.73855670637558	45
GRAHAM_CML_DIVIDING_VS_NORMAL_QUIESCENT_DN	0.00119837755849208	0.060768360750877	0.45505986738723	0.362432381543685	1.54024425849882	70
DER_IFN_BETA_RESPONSE_UP	0.00125844477816421	0.061848305563883	0.45505986738723	0.309006528295001	1.44737983221296	101
FAELT_B_CLL_WITH_VH3_21_UP	0.00124173229299159	0.061848305563883	0.45505986738723	-0.628329666837532	-1.61985220257257	41
KENNY_CTNNB1_TARGETS_DN	0.00126599127714388	0.061848305563883	0.45505986738723	0.418735959460174	1.70837841959742	47
SEIDEN_MET_SIGNALING	0.00129244921162247	0.0623801390573446	0.45505986738723	0.603553092275399	2.06186822831317	20
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	0.00136611433157417	0.0649061188047692	0.45505986738723	0.361808813224556	1.5159117074718	58
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA	0.00138870316043516	0.0649061188047692	0.45505986738723	0.347737999357396	1.50753842408187	71
SCHLOSSER_SERUM_RESPONSE_UP	0.00139339146710189	0.0649061188047692	0.45505986738723	-0.534717503783948	-1.46682269454573	107
SNIJDERS_AMPLIFIED_IN_HEAD_AND_NECK_TUMORS	0.00156107256390214	0.0718811113907122	0.45505986738723	0.472365985636317	1.86482303149609	35
GROSS_HYPOXIA_VIA_ELK3_ONLY_UP	0.00159702521919446	0.0724080863355775	0.45505986738723	0.518934592098337	1.95347877134308	28
MEISSNER_NPC_HCP_WITH_H3K4ME2	0.00162674182980579	0.0724080863355775	0.45505986738723	-0.453896319265317	-1.27306347110069	320
NIKOLSKY_BREAST_CANCER_16Q24_AMPLICON	0.0016208806887508	0.0724080863355775	0.45505986738723	-0.624016739422656	-1.60873334993636	41
REACTOME_SCF_SKP2_MEDIATED_DEGRADATION_OF_P27_P21	0.00173974431878263	0.0765869861653101	0.45505986738723	0.355359841086301	1.48889171235777	58
BURTON_ADIPOGENESIS_12	0.00186471997219026	0.0786543027890692	0.45505986738723	0.49507556159722	1.9133107029535	31
KIM_GASTRIC_CANCER_CHEMOSENSITIVITY	0.00190451007751865	0.0786543027890692	0.45505986738723	-0.556234692701153	-1.48919516192314	74
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_UP	0.00183124441545606	0.0786543027890692	0.45505986738723	-0.508590540502021	-1.39824617411845	135
REACTOME_NEGATIVE_REGULATION_OF_NOTCH4_SIGNALING	0.00188370919922827	0.0786543027890692	0.45505986738723	0.382118262777135	1.64862071527733	54
SCHAEFFER_PROSTATE_DEVELOPMENT_6HR_UP	0.00190285104367418	0.0786543027890692	0.45505986738723	0.282782301699171	1.73823235766168	132
SPIRA_SMOKERS_LUNG_CANCER_UP	0.00189714907443171	0.0786543027890692	0.45505986738723	0.494378095050828	1.91061521500847	31
BENPORATH_PRC2_TARGETS	0.00196174887148575	0.0801914895833869	0.431707695803346	-0.459262904032291	-1.28779727105378	319
MIKKELSEN_MCV6_ICP_WITH_H3K27ME3	0.00198601860853205	0.0803635408664585	0.431707695803346	-0.670376028209924	-1.63506605123353	25
HALMOS_CEBPA_TARGETS_UP	0.00202279372791635	0.081033116740329	0.431707695803346	0.415863931567607	1.63383624069477	39
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	0.00209454316337096	0.0830766327966739	0.431707695803346	-0.668336073927935	-1.63009054517098	25
REACTOME_APC_C_MEDIATED_DEGRADATION_OF_CELL_CYCLE_PROTEINS	0.00212157930313098	0.0833239871406146	0.431707695803346	0.319056485955166	1.48556660188684	85
REACTOME_COMPLEX_I_BIOGENESIS	0.00214828653619072	0.0834903042157927	0.431707695803346	0.375533933223468	1.58984595486289	55
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	0.00216749666461369	0.0834903042157927	0.431707695803346	0.390978342390229	1.62828447866075	57
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS_	0.00222330794544512	0.0848244917090775	0.431707695803346	-0.511572794161845	-1.40708888514203	123
BHAT_ESR1_TARGETS_VIA_AKT1_UP	0.00229803925526996	0.0860368715571163	0.431707695803346	-0.470698074586938	-1.31069193293171	233
MIKKELSEN_MEF_ICP_WITH_H3K27ME3	0.00228294606029116	0.0860368715571163	0.431707695803346	-0.556905788398989	-1.49389407100104	75
AMIT_SERUM_RESPONSE_60_MCF10A	0.00235349160817976	0.0872971053922972	0.431707695803346	0.377574914311391	1.62901877753451	54
EHLERS_ANEUPLOIDY_UP	0.00238648332132314	0.0877087356442249	0.431707695803346	0.468000060916046	1.86834157810714	36
REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY	0.00266839431052184	0.0971780691631864	0.431707695803346	0.352337927984884	1.55146235958624	66
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	0.00274642808651557	0.0991188370683007	0.431707695803346	-0.492793214539281	-1.36632273677804	171
PEDERSEN_METASTASIS_BY_ERBB2_ISOFORM_1	0.00287184389933419	0.102719702327971	0.431707695803346	0.436431199565784	1.70008767671552	34
AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP	0.00304722436906432	0.108028148871431	0.431707695803346	0.303491311734342	1.49727641737554	108
BROWNE_HCMV_INFECTION_10HR_DN	0.00322991537565698	0.112027087828153	0.431707695803346	0.381426176030022	1.62475228539182	52
REACTOME_PERK_REGULATES_GENE_EXPRESSION	0.00319431985096048	0.112027087828153	0.431707695803346	0.479419204655993	1.85280382758226	31
WP_MITOCHONDRIAL_CIV_ASSEMBLY	0.00324391966751517	0.112027087828153	0.431707695803346	0.449910573233599	1.77617276559279	35
ENGELMANN_CANCER_PROGENITORS_DN	0.00341017823152523	0.115327067027198	0.431707695803346	-0.585104299826368	-1.52083008048838	49
IKEDA_MIR133_TARGETS_UP	0.00345463006571737	0.115327067027198	0.431707695803346	0.429280516054303	1.7152215807455	41
KEGG_TASTE_TRANSDUCTION	0.0034245378972587	0.115327067027198	0.431707695803346	-0.725318391112205	-1.63840245291462	16
REACTOME_CROSS_PRESENTATION_OF_SOLUBLE_EXOGENOUS_ANTIGENS_ENDOSOMES_	0.00344707987283565	0.115327067027198	0.431707695803346	0.407422337143889	1.64686812671447	44
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	0.00349252084425983	0.115628417372767	0.431707695803346	0.346639426007255	1.53433504905106	62
PHONG_TNF_TARGETS_UP	0.00352723344752092	0.115820468776794	0.431707695803346	0.359903646830375	1.54040705433669	59
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING	0.00368267799156114	0.119941528733284	0.431707695803346	0.474658454838844	1.8344050329622	31
WANG_RESPONSE_TO_ANDROGEN_UP	0.00399043556339667	0.128916813443283	0.407017918923954	0.489736670669678	1.78288514495681	25
CHIARETTI_T_ALL_RELAPSE_PROGNOSIS	0.00402613683475142	0.129029633280114	0.407017918923954	0.608029907384293	1.91391748315782	15
WP_MITOCHONDRIAL_COMPLEX_I_ASSEMBLY_MODEL_OXPHOS_SYSTEM	0.0040996156224158	0.130341747487283	0.407017918923954	0.360934754019353	1.51832931368276	56
REACTOME_HEDGEHOG_LIGAND_BIOGENESIS	0.00438842721982046	0.137344058145318	0.407017918923954	0.333841065626354	1.39873204112294	58
WP_HYPERTROPHY_MODEL	0.00437244418163371	0.137344058145318	0.407017918923954	0.602491560635281	1.9537544886617	17
SHARMA_PILOCYTIC_ASTROCYTOMA_LOCATION_UP	0.00459823724789072	0.142794871434498	0.407017918923954	0.516829326962319	1.80858191814307	22
NIKOLSKY_BREAST_CANCER_12Q13_Q21_AMPLICON	0.00473851105221974	0.145170709558489	0.407017918923954	0.437250051796762	1.7261911143222	35
WP_INTERACTOME_OF_POLYCOMB_REPRESSIVE_COMPLEX_2_PRC2	0.00474721990817823	0.145170709558489	0.407017918923954	0.593679226997794	1.9355899048862	16
KAAB_FAILED_HEART_ATRIUM_UP	0.00494655848357714	0.150120555190985	0.407017918923954	-0.637704561920757	-1.58929532565069	30
HU_ANGIOGENESIS_DN	0.00505143007373514	0.151015140861067	0.407017918923954	0.467987681625644	1.80862460109315	31
REACTOME_REGULATION_OF_RUNX3_EXPRESSION_AND_ACTIVITY	0.00501795472646119	0.151015140861067	0.407017918923954	0.35550936478914	1.50507071537942	55
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	0.00529467888949957	0.157114693565447	0.407017918923954	-0.457849991149144	-1.27920121795851	261
DEN_INTERACT_WITH_LCA5	0.00536271232732754	0.15790209348815	0.407017918923954	0.475646673100363	1.7315905434632	25
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_MONOCYTE_DN	0.0054000466320211	0.15790209348815	0.407017918923954	0.423952550743885	1.69738051041153	38
EPPERT_CE_HSC_LSC	0.00546517158554414	0.158648386751376	0.407017918923954	0.444764664540847	1.7184570174988	30
GUTIERREZ_MULTIPLE_MYELOMA_UP	0.00577205094162775	0.166351338648639	0.407017918923954	0.415959411364129	1.62034123586392	34
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0.00616481121357518	0.175033027659553	0.407017918923954	-0.512039758398604	-1.40461371250015	107
NAM_FXYD5_TARGETS_DN	0.00620436593301461	0.175033027659553	0.407017918923954	0.547921929463878	1.79718799826185	18
REACTOME_DEGRADATION_OF_AXIN	0.00614097294777279	0.175033027659553	0.407017918923954	0.372766139941208	1.6116885591591	53
PELLICCIOTTA_HDAC_IN_ANTIGEN_PRESENTATION_DN	0.00629341423980048	0.176303618493991	0.407017918923954	0.371221922971338	1.56534632070056	49
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_DN	0.00634608831727469	0.176544651381961	0.407017918923954	-0.473899985808411	-1.31137193704272	166
REACTOME_MAPK6_MAPK4_SIGNALING	0.00649485669117222	0.178208191129013	0.407017918923954	0.307219902595561	1.44368979564222	82
TIEN_INTESTINE_PROBIOTICS_2HR_DN	0.00645899618201667	0.178208191129013	0.407017918923954	0.302926981945277	1.42152153486226	86
GARGALOVIC_RESPONSE_TO_OXIDIZED_PHOSPHOLIPIDS_GREEN_UP	0.00669149475995841	0.180533577993026	0.407017918923954	0.467328699447943	1.70130898084147	25
HINATA_NFKB_TARGETS_FIBROBLAST_UP	0.00671480357487789	0.180533577993026	0.407017918923954	0.311262407444156	1.34615172700229	74
REACTOME_AUF1_HNRNP_D0_BINDS_AND_DESTABILIZES_MRNA	0.00666201906808133	0.180533577993026	0.407017918923954	0.371229810527411	1.60504609817885	53
SMID_BREAST_CANCER_ERBB2_UP	0.00693949573269791	0.185330799367919	0.407017918923954	-0.518108012496197	-1.40202265954834	89
BLANCO_MELO_COVID19_SARS_COV_2_INFECTION_A594_CELLS_UP	0.0071296339536243	0.18667525240666	0.407017918923954	0.326429805298397	1.4256769154326	67
DAVICIONI_MOLECULAR_ARMS_VS_ERMS_DN	0.00709709638525663	0.18667525240666	0.407017918923954	-0.476297964115005	-1.31673336532798	162
WONG_PROTEASOME_GENE_MODULE	0.00711171632951335	0.18667525240666	0.407017918923954	0.364027805673184	1.54442931219656	50
REACTOME_DISEASES_OF_GLYCOSYLATION	0.00724729809630328	0.188523871258383	0.407017918923954	-0.506733772916688	-1.3909621544344	110
FINAK_BREAST_CANCER_SDPP_SIGNATURE	0.00758433023659092	0.195206097169276	0.407017918923954	-0.700951828200037	-1.58336147100434	16
TURASHVILI_BREAST_DUCTAL_CARCINOMA_VS_LOBULAR_NORMAL_UP	0.00760163533659687	0.195206097169276	0.407017918923954	0.322976339912331	1.40315049409739	69
KEGG_PROTEIN_EXPORT	0.00832574544556634	0.211365889574472	0.380730400722792	0.486774855829354	1.6939253526049	23
STARK_HYPPOCAMPUS_22Q11_DELETION_DN	0.00833644796624228	0.211365889574472	0.380730400722792	-0.665581589632057	-1.56327058410043	19
AMIT_EGF_RESPONSE_480_HELA	0.00852845397668567	0.213531166441267	0.380730400722792	-0.473688785122164	-1.30920884115378	153
BHAT_ESR1_TARGETS_NOT_VIA_AKT1_UP	0.00852845397668567	0.213531166441267	0.380730400722792	-0.4686151475548	-1.29827939828715	169
CHIBA_RESPONSE_TO_TSA_DN	0.00906276349870947	0.224428504792133	0.380730400722792	0.538638185948198	1.86734350333064	21
WANG_CLASSIC_ADIPOGENIC_TARGETS_OF_PPARG	0.00907574083283213	0.224428504792133	0.380730400722792	-0.680255394394536	-1.57849418030645	18
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	0.00943436337582844	0.23186539683171	0.380730400722792	0.360198131166256	1.51886185716421	49
REACTOME_ABC_TRANSPORTER_DISORDERS	0.0107218668346109	0.26190121060641	0.380730400722792	0.301801515951366	1.35317902926711	64
BLANCO_MELO_COVID19_SARS_COV_2_POS_PATIENT_LUNG_TISSUE_UP	0.010862344304838	0.263724553243522	0.380730400722792	0.295437445987232	1.38637598070225	86
NIKOLSKY_BREAST_CANCER_5P15_AMPLICON	0.0110141930420502	0.26580034534008	0.380730400722792	-0.686358487699837	-1.56901508311149	17
FAELT_B_CLL_WITH_VH3_21_DN	0.0113689150784104	0.271749017968343	0.380730400722792	0.352766621641286	1.4718038129612	48
NIKOLSKY_BREAST_CANCER_11Q12_Q14_AMPLICON	0.0113963642083579	0.271749017968343	0.380730400722792	-0.491020985140502	-1.35189082716465	118
REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME	0.0115319346262054	0.273354616050763	0.380730400722792	0.337937825144495	1.42158908335985	56
LIN_MELANOMA_COPY_NUMBER_DN	0.011714374094786	0.276045780139486	0.380730400722792	0.386297189961603	1.54347856942958	41
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION	0.0118871013597497	0.278477941796242	0.380730400722792	0.371172433355868	1.50034005080322	44
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	0.0122707937312182	0.284531513318485	0.380730400722792	-0.498904101427022	-1.36090279351552	100
ZHAN_MULTIPLE_MYELOMA_LB_DN	0.0122875566161003	0.284531513318485	0.380730400722792	0.388629838367969	1.51388076670659	34
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	0.0126039091717745	0.28852148652645	0.380730400722792	-0.513229055158986	-1.38658081464597	87
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	0.0125621360616196	0.28852148652645	0.380730400722792	0.388125549762294	1.51191634517837	34
HEIDENBLAD_AMPLICON_12P11_12_UP	0.0126805185663001	0.288625894185217	0.380730400722792	0.409740863623913	1.59341527616423	32
CORRE_MULTIPLE_MYELOMA_UP	0.0130383800836663	0.293849978021882	0.380730400722792	0.315576714098898	1.48212951157598	65
REACTOME_RHO_GTPASE_CYCLE	0.0130567389136033	0.293849978021882	0.380730400722792	-0.487909173660886	-1.34332331269487	118
REACTOME_REGULATION_OF_RAS_BY_GAPS	0.013428281032479	0.300523429140284	0.380730400722792	0.29421799401295	1.3191770037216	64
HAHTOLA_SEZARY_SYNDROM_DN	0.0135950902489965	0.302566286319333	0.380730400722792	-0.641720315058997	-1.54825797690639	23
IKEDA_MIR30_TARGETS_DN	0.0141549843363458	0.313286559400007	0.380730400722792	0.509557905592175	1.67135371501876	18
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	0.0148264205799104	0.326344180456709	0.380730400722792	-0.559286356784222	-1.44555443937463	44
SANA_RESPONSE_TO_IFNG_UP	0.015093772742533	0.330413407686269	0.380730400722792	0.290349673553173	1.30183272329891	64
GENTILE_UV_RESPONSE_CLUSTER_D2	0.0155361446237837	0.338248887841726	0.380730400722792	0.407420599882525	1.62649732362839	36
NIKOLSKY_BREAST_CANCER_8Q23_Q24_AMPLICON	0.0159276384103444	0.343043653074407	0.352487857583619	-0.477710832368337	-1.31366995384931	126
SHEN_SMARCA2_TARGETS_DN	0.0159276384103444	0.343043653074407	0.352487857583619	-0.47594624468644	-1.31197668757473	143
LIANG_SILENCED_BY_METHYLATION_2	0.0161278630967161	0.345498500349972	0.352487857583619	0.358452070113603	1.40988937608985	43
